window_index,window_start_ms,lambda,count,fold
1357,1900006785000,5.113346203311563,4,test
1358,1900006790000,5.170534732702263,6,test
1359,1900006795000,5.099234928897212,6,test
1360,1900006800000,4.883012701892201,11,test
1361,1900006805000,4.541452293228806,4,test
1362,1900006810000,4.125328890437469,4,test
1363,1900006815000,3.7034498743902144,2,test
1364,1900006820000,3.3446856856628546,4,test
1365,1900006825000,3.100000000000003,1,test
1366,1900006830000,2.9892889105527507,3,test
1367,1900006835000,2.9965501256097724,4,test
1368,1900006840000,3.0746711095625776,6,test
1369,1900006845000,3.158547706771165,9,test
1370,1900006850000,3.18301270189223,1,test
1371,1900006855000,3.1007650711027934,2,test
1372,1900006860000,2.89549067108214,2,test
1373,1900006865000,2.586653796688469,0,test
1374,1900006870000,2.2246711095625558,2,test
1375,1900006875000,1.8777568135665028,3,test
1376,1900006880000,1.6139600201153774,2,test
1377,1900006885000,1.483203922298236,7,test
1378,1900006890000,1.5041363768602822,0,test
1379,1900006895000,1.6593127778739363,1,test
1380,1900006900000,1.9000000000000106,2,test
1381,1900006905000,2.1593127778738994,2,test
1382,1900006910000,2.370161780644733,4,test
1383,1900006915000,2.4832039222982436,1,test
1384,1900006920000,2.4799854238998,2,test
1385,1900006925000,2.3777568135664655,1,test
1386,1900006930000,2.224671109562637,1,test
1387,1900006935000,2.0866537966884473,2,test
1388,1900006940000,2.029465267297707,3,test
1389,1900006945000,2.1007650711027734,5,test
1390,1900006950000,2.3169872981077697,2,test
1391,1900006955000,2.6585477067711527,0,test
1392,1900006960000,3.074671109562532,4,test
1393,1900006965000,3.4965501256098404,4,test
1394,1900006970000,3.8553143143372184,1,test
1395,1900006975000,4.099999999999978,5,test
1396,1900006980000,4.210711089447245,5,test
1397,1900006985000,4.203449874390232,5,test
1398,1900006990000,4.125328890437421,9,test
1399,1900006995000,4.041452293228885,3,test
1400,1900007000000,4.016987298107767,5,test
1401,1900007005000,4.099234928897191,5,test
1402,1900007010000,4.304509328917861,2,test
1403,1900007015000,4.6133462033115435,2,test
1404,1900007020000,4.975328890437407,4,test
1405,1900007025000,5.322243186433562,5,test
1406,1900007030000,5.586039979884601,5,test
1407,1900007035000,5.716796077701758,11,test
1408,1900007040000,5.695863623139699,2,test
1409,1900007045000,5.540687222126085,4,test
1410,1900007050000,5.300000000000016,6,test
1411,1900007055000,5.040687222126121,3,test
1412,1900007060000,4.829838219355246,1,test
1413,1900007065000,4.716796077701762,5,test
1414,1900007070000,4.720014576100194,3,test
1415,1900007075000,4.8222431864335205,2,test
1416,1900007080000,4.975328890437432,4,test
1417,1900007085000,5.113346203311559,8,test
1418,1900007090000,5.170534732702257,5,test
1419,1900007095000,5.099234928897202,3,test
1420,1900007100000,4.883012701892259,3,test
1421,1900007105000,4.541452293228838,3,test
1422,1900007110000,4.125328890437455,3,test
1423,1900007115000,3.7034498743902002,5,test
1424,1900007120000,3.344685685662765,2,test
1425,1900007125000,3.1000000000000396,5,test
1426,1900007130000,2.9892889105527884,1,test
1427,1900007135000,2.996550125609813,4,test
1428,1900007140000,3.074671109562569,4,test
1429,1900007145000,3.158547706771108,2,test
1430,1900007150000,3.1830127018922076,4,test
1431,1900007155000,3.100765071102784,6,test
1432,1900007160000,2.895490671082166,4,test
1433,1900007165000,2.5866537966884913,0,test
1434,1900007170000,2.2246711095626313,4,test
1435,1900007175000,1.877756813566421,5,test
1436,1900007180000,1.6139600201153714,1,test
1437,1900007185000,1.4832039222982325,1,test
1438,1900007190000,1.50413637686031,2,test
1439,1900007195000,1.6593127778738932,1,test
